content,score,categories,sentiment
"Its really annoying that when we use gofood to pick up foods by ourselves we must enter the code from the shop, it make me anxious cause in sometimes i dont bring my phone, can you please just erase that kinda stuff thank you btw",4,positif,1
Thanks for solving my case.,4,positif,1
the price of the food being sent should be alot cheaper :),4,positif,1
its nice but sometimes the connections is poor,4,positif,1
Good idea..,4,positif,1
no more promos,4,positif,1
almost perfect,4,positif,1
good,4,positif,1
Good app,4,positif,1
CUZ IM YOUR HOME HOME HOME HOME,4,positif,1
Gojek is no.1& efficient. Just needs some minor adjustments in transport bookings to make it wholly perfect!,4,positif,1
Pls improve on your app.,4,positif,1
The apps is so far so good. The only one that i complaining is the possibility to get bike driver with travel distance around 10 Km is nearly zero.,4,positif,1
Ok except for payments,4,positif,1
Ok,4,positif,1
Good but it's too pricey,4,positif,1
The prices are kinda high sometimes but the app is user friendly,4,positif,1
The app is good and also easy to use,4,positif,1
I can`t sign in,4,positif,1
Wish there is live trip sharing for safety purpose! Thank you.,4,positif,1
Not bad,4,positif,1
Powerful but sometimes refresh so slow result to double order,4,positif,1
Always feel responsible,4,positif,1
Can advise driver to be more helpful when seeing passenger is with elderly who is wheelchair bound. Not all driver will take initiative to step out of their driver seat to offer help.,4,positif,1
Helpful,4,positif,1
good innovation app i am loyal customer,4,positif,1
So far so good,4,positif,1
Easy and friendly UI,4,positif,1
Nice app but please more training your drivers to be more polite to customers,4,positif,1
Still unstable on my phone and sometimes the fee is too high,4,positif,1
"i can't pay confirm my payment, do smth please",4,positif,1
Amazing,4,positif,1
sometime website error..anoying...lebih menyebalkan kalo ada yg harus di tanyakan dijawab berkali kali dengan robot bukan customer service yg bisa bertanya jawab.apa tidak ada no telpn customer service gojek ya,4,positif,1
So far helpfull,4,positif,1
Great app for easy and safe transportation. Really helpful and effective especially in busy cities where we need to get smartest and online public transport,5,positif,1
Easy to order n nice driver,5,positif,1
Jek gojek. Very useful app. I have sold my car and use gojek regularly.,5,positif,1
"So helpful with all the provided services. Dropping me to one place, ordering food, sending packages, etc. Keep up good work!!",5,positif,1
"Thanks on many thing on Gojek apps we can buy easily, saving time, many promo and attractive price. Salute for Gojek",5,positif,1
The best ojek online app in Indonesia.,5,positif,1
So far so good...plisss continues improvement to be the best,5,positif,1
Very helpful and easy to use,5,positif,1
Super helpful when you are commuting around indonesia. The motorbike guys are lenient even if you got language barrier issues. Thumps up.,5,positif,1
"very nice ride hailing app, many helpful services, alot of promo",5,positif,1
Just keep monitoring good driver and bad driver.,5,positif,1
Good app easy to use and easy transportation,5,positif,1
Very useful services provided through the app.,5,positif,1
"love the UI, and automated history place synchronize .👏",5,positif,1
Good for food order,5,positif,1
"Please add the option to turn marketing notifications off, thank you",5,positif,1
"one app with many function from transport, entertainment and payment. Keep up the unique promotion.",5,positif,1
easy of use even in beta stage,5,positif,1
Better than Grab and OVO. Kudos to Aplikasi Karya Anak Bangsa,5,positif,1
Great! Need more drivers tho! Price is good hopefully gojek won't go mad like grab! But lets see. Usually its all sweet in the beginning then... Wait and see.,5,positif,1
useful apps and also easy to use,5,positif,1
very helpful. keep moving forward,5,positif,1
easy to use and very usefull,5,positif,1
Make ma simple to order food,5,positif,1
"Best app for Bali (cheap taxi, Food Delivery and more). Thanks alot :)",5,positif,1
easy use and best apps,5,positif,1
very helpful application for a new mum with a little baby. its like having a helping hand in one click,5,positif,1
Very useful but it's more hard to find driver in busy time. I had to wait untill 2 hours to get one.,5,positif,1
It is the driver are very clean and polite,5,positif,1
"Amazing app. Only disadvantage is that i no longer need to leave my house, so i might soon start gaining weight",5,positif,1
cashback Go Pay is very interesting !!,5,positif,1
all good it's much easier than you thought love it,5,positif,1
easy to find a way to make it work,5,positif,1
easy and fast,5,positif,1
This application is very helpful in daily activities and makes things easier..,5,positif,1
excellent apps keep moving forward,5,positif,1
good and fast service,5,positif,1
"Good apps, lebih banyak promo free ongkirnya dong",5,positif,1
safety drive and good serving .,5,positif,1
"Amazing experience. Thank you for making our lives easier. I have one feedback; maybe if you can put ""Open Now"" feature on Go-Food (shows which restaurants are open during the time we use the button) it will be even more fantastic, so we don't have to scroll through every category to see which ones are open. Other than that, keep up the good work. 👍🏻",5,positif,1
"everytime i order something, and want to see order progress, the app crash and turn off.",5,positif,1
"easy to use, thumbs up!!!!! 👍👍👍",5,positif,1
Great And Cheap Keep Up The Good Job GOJEK...,5,positif,1
easy to use and great to see where the driver is,5,positif,1
I like to use this apps because it has a lot of discount🤣🤣🤣🤣🤣,5,positif,1
"VERY GOOD !!! ONE OF THE BEST, MOST INNOVATIVE DISCOVERY IN THE WORLD !!!! 🤩",5,positif,1
Unable to update the app. Running on Redmi note 3 MIUI 7.0. Pls fix - Fixed,5,positif,1
Cheap most importantly but i got to dig out my coins to give driver exact amount.,5,positif,1
"i have such a good experience and new perspective when using this app. thank you. easy to use, even my mom can understand it ehehe",5,positif,1
"The Original App from Indonesia, as Indonesian Citizens I quite proud, because the features inside fulfill my daily needs, especially GoFood, what's that? Download this app right now to prove it!",5,positif,1
interesting and amazing app Gojek is the best.,5,positif,1
great app compared to grab.,5,positif,1
Very useful app for tourists in Bali. Makes life easier by allowing you to book cabs (like uber) and order food online. Better than Grab.,5,positif,1
"A good foil to Grab, which is becoming too arrogant.",5,positif,1
Best app in Indonesia. 😍,5,positif,1
"Easy to use, fast response, 100% recommended",5,positif,1
Application thay make life more easy :D,5,positif,1
"It has someissue, cant log in",5,positif,1
"it says ""your food is coming"" when im buying drinks, 0/10 -literally unplayable",5,positif,1
"Easy to use, user friendly and so are the Gojek drivers",5,positif,1
"Fast respons, safe, good attitude for driver, and on time",5,positif,1
"gojek should add subcription package for go ride like grab, because i'm commuting using grab because they have subscription package but actually goride fare is cheaper",5,positif,1
This app has been my first option when I order rides or foods. It is way better than the other apps. The best. You deserve 5 stars. I would give more stars if I could.,5,positif,1
Very useful and easy to use,5,positif,1
Good app. Work properly on my phone,5,positif,1
"is very good transportation, and i love it 💕",5,positif,1
"My location cannot be displayed, and the price of the order cannot expand. Please correct it",5,positif,1
Good app and very helpful..!,5,positif,1
"The best most convenient app the reason why I love Indonesia and it's ingenuity. Employing thousands of people, creating jobs and providing services for its customers with a culture of convenience. I love gojek. Customer service needs a bit of work, not nearly perfect but one of the amazing things about Indonesia I often talk about to foreigners..",5,positif,1
Great Indonesian City Transport,5,positif,1
"I have a problem with my order at GoFood. So, I ask for help and i get refund. Admin really has a fast and good response. And every feature like Gosend, Gojek, Gocar, Gopay is also good. This application is very useful",5,positif,1
Good and otherwise very interested,5,positif,1
Such a great app for delivery food and drinks!,5,positif,1
"hello, a bit of feedback here. i think you should consider to implement an in app feature to opt-out from promotion notification.. or maybe at least add some details to the notification categories so users can turn it off manually through phone settings. right now there are two notification categories named ""Go-Jek"" and that confuses me each one does what. loving the app and hope to see it grow even more.",5,positif,1
newest update looks fancy but sluggish. also the server feels a little slower than before.,5,positif,1
This app looks good by visual. Easy to use and I have many good experiences with this app.,5,positif,1
Good application and functional,5,positif,1
top class . but if you got GOPay and change your number and phone you will never recover that account or get the money om the new ACCOUNT .....VERY BAD,5,positif,1
Its very very useful.. Amazing!!!,5,positif,1
"I refix my last review this app UI/API is now looks pretty clean I think u guys done it greatly, hope to see optimize improvement although the security has improve quite insane, i like it but i don't like that my data is being collected unecessary.",5,positif,1
Problem fixed with fast,5,positif,1
"Cheaper, faster, reliable",5,positif,1
"Other features are great, but gopay must be improved. I am using K plus to top up and it takes about 3~4 hours unlike other delivery apps. Also, customers cannot use debit/credit cards to pay directly. Moreover, you need to submit all of your personal information including your passport and your selfie in order to pay even though you have already topped up the money, which is definitely not a pleasant experience. 다른 기능은 준수하나 카드로 직접 계산은 불가능. 돈 충전 후 사용까지 3~4시간이 소요됨. 충전금을 사용하려면 얼굴과 여권사진을 제출해야함.",5,positif,1
"Service is great, just the app getting cramped recently.",5,positif,1
"great apps! Very good drivers attitude, good job! keep maintain the good status!",5,positif,1
Reliable delivery service (food and men).,5,positif,1
"If you havent installed it, you need to do it now ;). Make your life easier!",5,positif,1
"The app's interface is quite simple although not perfect, but the whole system is superb.",5,positif,1
great and easy app!,5,positif,1
Very easy to find everything food & send my goods for sale.,5,positif,1
"Usefull, fast and efficient",5,positif,1
The best app for ordering taxi and food !!,5,positif,1
"Instead of increasing fares like its competitors on the basis of helping their drivers, Gojek gave out 2x S$15 vouchers for everyone to travel to/fro covid19 vaccination centers. Not only does this benefit their drivers, it also encourage people to go for vaccination. 👍👍👍👍👍",5,positif,1
Easy to order and gojek have good promotion,5,positif,1
Very helpful in all aspects,5,positif,1
"Update: problem solved, found the verification email. Thanks, added more stars. #When i tried to change my working email linked to my gojek profile, the apps refuse to save the new email. The old saved email is not active anymore due to lost password. So I am stuck with my old inactive email cause the apps doesn't allow any editing to user profile?",5,positif,1
It's powerful daily app,5,positif,1
"I studying in Korea now while my mom in Indonesia. But because of Gojek, I can send my love to my mom through her favorite food which I order on Gojek. Especially in this pandemic situation, I beyond relieved that my mom doesn't have to go outside often, because we can order ready-to-eat food and fresh ingredients on Gojek. I would like to say thank you very much for taking part in taking care of my mom ❤❤",5,positif,1
"One of the most helpful transportation app, with competitive price :)",5,positif,1
Good apps to make your life easier,5,positif,1
"Very effective, easy to use",5,positif,1
"Gojek is the best solution for your transportation, having great value for money it's relatively cheap and has satisfying quality, it is very reliable and safe to say as your dependency.",5,positif,1
Simple and fast,5,positif,1
"Good! New feature but it has to compatible to the phone. Because my phone has small memory and ram, it is gonna be long loading.",5,positif,1
"Better than grab, competitive rates, promo for covid vaccination, etc. App functionalitis wise can improve more like current address accuracy which is not always correct currently, have to enter manually.",5,positif,1
"Easy to use and when there's a problem, the follow up from customer service is very fast. Hope you can add more features in the future",5,positif,1
This app is so good. I love the interface. Good job Gojek👌🏻,5,positif,1
"It makes my life easier. Just a suggestions, in methods of gopay top up, please update the tutorials for top up by Bank DKI mobile apps, because it was different from the apps. Thank you.",5,positif,1
Awesome platform. Great Drivers. Generally cheaper than Grab.,5,positif,1
"Its great app, complete with an overall simple layout and have very fast response time which makes that one of what makes it a great app",5,positif,1
Fast and efficient setvice,5,positif,1
I like this app make everything is easy,5,positif,1
Great application and good promo,5,positif,1
"Nice drivers, communicative, fast response. we can only advice drivers by chatting but can't change a wrong directions shown on google map.",5,positif,1
Great service👍 . Great shippers. Thanks a lot.,5,positif,1
"perfect application actually, love it 😍",5,positif,1
"Thanks gojek, always preserve the best. Be succesful n keep humble.🙏",5,positif,1
All services in one app. Make my life easier.,5,positif,1
Please take out platform fees and add in trip fare Please do needfully,5,positif,1
Price is cheaper compared to grab.,5,positif,1
"No words can describe what great service the driver has provided. He made U turn twice to try and locate my son, who was waiting alone outside a school. They had a great conversation and my son told me he has learnt a lot from the driver's stories and experience. Gojek is always very generous with their promotion! Thank you!",5,positif,1
Helpful so much when ordering gofood remotely,5,positif,1
Now gojek apps recomended because the promo food always come up and that was gewd👍😆,5,positif,1
"Easy and good app, lots of promos",5,positif,1
"One of best apps , always install in all my smartphones , easy to use and very helpfull wherever whenever I am",5,positif,1
Simple and reliable,5,positif,1
One aplication with a lot function make people easier to get everything they need,5,positif,1
Best price and good cars,5,positif,1
Best offers and driver allocations.,5,positif,1
"why just 3 stars? cause after more than 1 year using gojek apps, i never success using promo code. not even once. other is great.",5,positif,1
"Great alternative to Grab, ComfortDelGro",5,positif,1
Handy app and easy user interface. Well done Gojek,5,positif,1
"Great service, affordable price",5,positif,1
"Its quite fast, responding to our booking.",5,positif,1
"The best transportation app, my 1st choice.. Keep it up !",5,positif,1
Excellent interface and great app to use for getting to a destination.,5,positif,1
Easy to use and very helpful,5,positif,1
Great application congratulation for listed in the stock exchange,5,positif,1
Easy to use. Bookings comes with Edit and Cancel functions.,5,positif,1
Easy to use but recently always error,5,positif,1
This app is good because I can pay with money and transfer it to gopay,5,positif,1
"It's pretty ok, a bit hard to search for driver in rainy situations but alright. There's some promo but for specific service only",5,positif,1
Easy in use and great,5,positif,1
"I like Gojek services,every month got the discount voucher which is very convenient for me to go everywhere i want but of coz there's a certain timing will be much more expensive than other apps.Overall is good👍",5,positif,1
"The application is easy to use, informative and benefit help fulfilling our daily needs. THANKS TO GOJEK.",5,positif,1
"The customer service is very responsive, friendly, and super helpful",5,positif,1
This app is a must! Very user friendly and caters to all your needs!,5,positif,1
Gofood please add feature bookmark or favorite. So it is easier to keep and search for favorite restaurant... ✨,5,positif,1
Awesome service and low price compared to others.,5,positif,1
"Always gets better, great job!",5,positif,1
Fast to provide drivers and cheaper than Grab most of the time,5,positif,1
"I dont know,they told me to rate this 5 star for some money, then sure i take it lol",5,positif,1
Good riding app to be use when you are in Vietnam,5,positif,1
responsive and effective,5,positif,1
Nice apps to find your favorite foods,5,positif,1
very useful & helpful apps for everyday activities! Thank you Gojek.,5,positif,1
Nice application and eaay to use,5,positif,1
"I've been using Gojek since 2017 I believe, overall experience with the app & drivers/riders are very good! Also there are a bunch of other helpful services!",5,positif,1
Good job the app so amazing it is no need effort to order because easy to use,5,positif,1
Fantastic love it,5,positif,1
Niceeee work. sometimes its so lagging while open the app,5,positif,1
Helpfully,5,positif,1
My Gojek has mostly been pleasant n I m a frequent user,5,positif,1
Very great app,5,positif,1
Fitur bantuannya sangat tidak membantu.,5,positif,1
Very good app. Serve me whatever I need and fast too. Keep on shining. 👍,5,positif,1
"Gojek, especially gofood and gosend has help my life a lot, it's really simplify my life these days. What you really reduce is the food and service charge 😃 getting more expensive every day. Cheers!",5,positif,1
GOOD APP FOR TRANPORTATION,5,positif,1
"Good, help, and inovative",5,positif,1
Good apps 👍,5,positif,1
Very good,5,positif,1
This app has one of the best user journey ever!,5,positif,1
Easy and convenient app,5,positif,1
Good n easy application,5,positif,1
Great application,5,positif,1
Very Good for me to go to work everyday because the price is so cheap,5,positif,1
its so much service in the app so its really multifunction Good job ,5,positif,1
Helpfull application,5,positif,1
Life more easier with Gojek,5,positif,1
Gojek is very reasonable price,5,positif,1
Nice and helpful app,5,positif,1
Good riding experience,5,positif,1
Nice app and cheap price but lately theres so rarely vouchers,5,positif,1
No comments,5,positif,1
"The only service app I installed, always dependable..please don't raise your fare",5,positif,1
Great and very nice service but sometimes its hard to find driver while rain,5,positif,1
Great. Wish I could get more vouchers,5,positif,1
this app is very useful for me.,5,positif,1
Great,5,positif,1
"Usefull, friendly interface",5,positif,1
"many promo's, makes fun",5,positif,1
Very useful,5,positif,1
Power 👍🏽 easy to use,5,positif,1
Love. But please give some discount or voucher for the rate. Kinda expensive,5,positif,1
the service and driver really have a good work but please develop your app for new innovation,5,positif,1
Very helpfull and usefull app for me.,5,positif,1
good app,5,positif,1
Always a better experience than peers,5,positif,1
"Excellent service, but please no more rising cost",5,positif,1
Easy to use,5,positif,1
Awesome !!,5,positif,1
Very helping,5,positif,1
"Nice ride, pleasant driver",5,positif,1
Nice ride the drivers so polite,5,positif,1
"Cool, i can eat.",5,positif,1
Oke the app helped me a lot,5,positif,1
Gofood... oke and complete restaurant,5,positif,1
nice app excellent drivers,5,positif,1
really good app i have been use for 5 years,5,positif,1
Good work this app really helped me for everytime i need something,5,positif,1
not expensive and great service,5,positif,1
Good expariance,5,positif,1
okey this app really a good innovation and usefull app ,5,positif,1
Easy to use and very helpfull,5,positif,1
Love gojek,5,positif,1
"Easy to fix a ride, good drivers who are prompt , friendly and helpful.",5,positif,1
Happy with tge Drivers Awesome service.. But sometimes the fare is expensive according to timings. Appreciate more promotion coupons.,5,positif,1
Excellent,5,positif,1
always good and the best,5,positif,1
"This app is very good. It helps me to do almost all thing. But now, it 
can't installed on my Xiaomi Redmi 3 😭",5,positif,1
"But not fun in rainy days, gojek tends to lost in radar.",5,positif,1
To make sure no any driver cancel trip unreasonable,5,positif,1
Good Job for the developer that always give us the best,5,positif,1
Nice job,5,positif,1
Good service and nice app ,5,positif,1
Good App and easy to use for tourist the came to Indonesia,5,positif,1
Good Easy Kepenak ditingo,5,positif,1
ok but i need more vouchers,5,positif,1
Great,5,positif,1
Very good and useful app,5,positif,1
the best app and good service,5,positif,1
App is super easy to use,5,positif,1
I find it cheaper and more confortable driving with Gojek then other apps,5,positif,1
Useful and friendly drivers,5,positif,1
good application,5,positif,1
Good App.,5,positif,1
nice work developer this app really help me😁👍🏾,5,positif,1
good price and friendly app im a new user but its no need much time for undestood the app,5,positif,1
Very easy and fast,5,positif,1
Easy to use. Wish for more discounts,5,positif,1
Good one for everyone who in a hurry,5,positif,1
Great service and helpful app,5,positif,1
fast response,5,positif,1
i really recommended this good app,5,positif,1
helpful and cheap price than the other app,5,positif,1
Great  and useful👍👍👍,5,positif,1
Very handy and helpful,5,positif,1
Helpful app for lazy people who didnt want drive car,5,positif,1
nice app it really helpful for me,5,positif,1
"Good application, easy to use, and cheap price",5,positif,1
Awesome app and great service,5,positif,1
